filepath,target_class,fold
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0067.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0068.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0069.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0070.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0071.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0072.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0074.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0075.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0076.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0077.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0078.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0085.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0086.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0088.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0191.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0198.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0208.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0209.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0210.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0217.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0226.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0231.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_OidioCVGc.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_Oídio.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0055.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0057.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0059.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0060.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0061.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0062.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0063.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0064.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0066.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0067.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0068.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0069.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0070.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0071.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0072.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0074.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0075.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0076.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0077.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0078.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0085.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0086.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0088.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0191.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0198.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0208.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0209.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0210.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0217.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0226.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0231.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_OidioCVGc.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_Oídio.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0055.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0057.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0059.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0060.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0061.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0062.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0063.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0064.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0066.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0067.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0068.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0069.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0070.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0071.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0072.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0074.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0075.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0076.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0077.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0078.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0085.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0086.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0088.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0191.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0198.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0208.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0209.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0210.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0217.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0219.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0226.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0231.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\OidioCVGc.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\Oídio.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0073.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0079.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0080.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0081.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0082.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0083.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0084.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0089.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0090.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0091.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0092.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0093.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0094.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\septoria2cvgb.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriab.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriac.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriaf.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriag.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriah.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriai.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\SeptoriaInicio.JPG,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0073.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0079.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0080.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0081.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0082.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0083.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0084.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0089.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0090.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0091.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0092.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0093.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\DSC_0094.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\septoria2cvgb.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriab.jpg,septoria,0
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriac.jpg,septoria,3
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriaf.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriag.jpg,septoria,1
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriah.jpg,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\Septoriai.jpg,septoria,4
C:\Users\krsan\Desktop\crop\dataset soybean\septoria\SeptoriaInicio.JPG,septoria,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0023.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0024.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0025.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0026.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0027.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0028.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0029 (2).jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0029.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0030.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0031.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0032.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0033.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0034.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0035.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0036.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0037.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0038.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0039.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0040.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0041.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0042.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0043.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0044.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0045.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0046.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0047.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0049.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0050.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0051 (2).jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0051.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0052 (2).jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0052.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0053.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0054.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0059.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0061.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0095.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0096.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0097.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0098.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0099.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0100.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0101.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0102.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0103.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0104.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0105.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0106.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0107.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0108.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0109.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0110.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0113.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0122.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0124.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0135.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0150.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0152.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0156.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0160.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0171.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0174.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0023.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0024.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0025.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0026.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0027.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0028.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0029 (2).jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0029.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0030.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0031.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0032.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0033.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0034.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0035.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0036.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0037.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0038.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0039.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0040.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0041.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0042.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0043.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0044.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0045.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0046.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0047.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0049.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0050.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0051 (2).jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0051.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0052 (2).jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0052.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0053.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0054.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0059.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0061.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0095.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0096.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0097.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0098.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0099.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0100.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0101.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0102.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0103.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0104.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0105.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0106.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0107.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0108.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0109.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0110.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0113.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0122.jpg,Southern blight,4
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0124.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0135.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0150.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0152.jpg,Southern blight,2
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0156.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0160.jpg,Southern blight,0
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0171.jpg,Southern blight,1
C:\Users\krsan\Desktop\crop\dataset soybean\Southern blight\DSC_0174.jpg,Southern blight,3
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (1).jpg,Sudden Death Syndrone,2
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (10).jpg,Sudden Death Syndrone,0
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (100).jpg,Sudden Death Syndrone,3
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (101).jpg,Sudden Death Syndrone,3
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (102).jpg,Sudden Death Syndrone,1
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (103).jpg,Sudden Death Syndrone,3
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (104).jpg,Sudden Death Syndrone,3
C:\Users\krsan\Desktop\crop\dataset soybean\Sudden Death Syndrone\Sudden DS (105).jpg,Sudden Death Syndrone,4
